"Notes","County","County Code","Education","Education Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Maricopa County, AZ","04013","Not Available","10","2020","2020",104,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","High school graduate or GED completed","3","2021","2021",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Not Available","10","2018","2018",73,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Not Available","10","2019","2019",71,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pima County, AZ","04019","Not Available","10","2020","2020",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinal County, AZ","04021","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Yavapai County, AZ","04025","Not Available","10","2019","2019",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Yavapai County, AZ","04025","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alameda County, CA","06001","High school graduate or GED completed","3","2022","2022",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alameda County, CA","06001","High school graduate or GED completed","3","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alameda County, CA","06001","Not Available","10","2019","2019",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alameda County, CA","06001","Not Available","10","2020","2020",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Butte County, CA","06007","Not Available","10","2020","2020",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Contra Costa County, CA","06013","Not Available","10","2018","2018",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Contra Costa County, CA","06013","Not Available","10","2019","2019",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Contra Costa County, CA","06013","Not Available","10","2020","2020",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kern County, CA","06029","High school graduate or GED completed","3","2021","2021",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kern County, CA","06029","Not Available","10","2018","2018",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kern County, CA","06029","Not Available","10","2019","2019",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kern County, CA","06029","Not Available","10","2020","2020",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","9th through 12th grade with no diploma","2","2021","2021",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","9th through 12th grade with no diploma","2","2022","2022",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","9th through 12th grade with no diploma","2","2023","2023",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","9th through 12th grade with no diploma","2","2024 ","2024",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","High school graduate or GED completed","3","2021","2021",92,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","High school graduate or GED completed","3","2022","2022",71,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","High school graduate or GED completed","3","2023","2023",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","High school graduate or GED completed","3","2024 ","2024",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Some college credit, but not a degree.","4","2021","2021",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Some college credit, but not a degree.","4","2022","2022",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Some college credit, but not a degree.","4","2023","2023",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Some college credit, but not a degree.","4","2024 ","2024",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Unknown or Not Stated","9","2021","2021",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Unknown or Not Stated","9","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Unknown or Not Stated","9","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Not Available","10","2018","2018",181,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Not Available","10","2019","2019",237,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Not Available","10","2020","2020",299,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, CA","06059","High school graduate or GED completed","3","2021","2021",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, CA","06059","Not Available","10","2018","2018",90,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, CA","06059","Not Available","10","2019","2019",76,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, CA","06059","Not Available","10","2020","2020",69,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","9th through 12th grade with no diploma","2","2021","2021",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","High school graduate or GED completed","3","2021","2021",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","High school graduate or GED completed","3","2022","2022",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","High school graduate or GED completed","3","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","High school graduate or GED completed","3","2024 ","2024",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","Some college credit, but not a degree.","4","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","Not Available","10","2018","2018",70,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","Not Available","10","2019","2019",80,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Riverside County, CA","06065","Not Available","10","2020","2020",97,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sacramento County, CA","06067","High school graduate or GED completed","3","2021","2021",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sacramento County, CA","06067","Not Available","10","2018","2018",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sacramento County, CA","06067","Not Available","10","2019","2019",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sacramento County, CA","06067","Not Available","10","2020","2020",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Bernardino County, CA","06071","9th through 12th grade with no diploma","2","2021","2021",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Bernardino County, CA","06071","High school graduate or GED completed","3","2021","2021",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Bernardino County, CA","06071","Not Available","10","2018","2018",50,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Bernardino County, CA","06071","Not Available","10","2019","2019",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Bernardino County, CA","06071","Not Available","10","2020","2020",60,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Diego County, CA","06073","High school graduate or GED completed","3","2021","2021",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Diego County, CA","06073","Some college credit, but not a degree.","4","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Diego County, CA","06073","Not Available","10","2018","2018",87,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Diego County, CA","06073","Not Available","10","2019","2019",113,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Diego County, CA","06073","Not Available","10","2020","2020",96,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","High school graduate or GED completed","3","2021","2021",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","High school graduate or GED completed","3","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","Some college credit, but not a degree.","4","2022","2022",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","Unknown or Not Stated","9","2021","2021",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","Unknown or Not Stated","9","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","Unknown or Not Stated","9","2024 ","2024",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","Not Available","10","2018","2018",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","Not Available","10","2019","2019",70,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Francisco County, CA","06075","Not Available","10","2020","2020",63,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Joaquin County, CA","06077","Not Available","10","2018","2018",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"San Luis Obispo County, CA","06079","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Barbara County, CA","06083","Not Available","10","2018","2018",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Clara County, CA","06085","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Clara County, CA","06085","Not Available","10","2018","2018",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Clara County, CA","06085","Not Available","10","2019","2019",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Clara County, CA","06085","Not Available","10","2020","2020",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Cruz County, CA","06087","Not Available","10","2018","2018",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Cruz County, CA","06087","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Cruz County, CA","06087","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shasta County, CA","06089","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sonoma County, CA","06097","Not Available","10","2018","2018",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sonoma County, CA","06097","Not Available","10","2019","2019",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Not Available","10","2018","2018",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Not Available","10","2019","2019",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Not Available","10","2020","2020",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Not Available","10","2018","2018",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Not Available","10","2019","2019",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Not Available","10","2020","2020",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arapahoe County, CO","08005","Not Available","10","2018","2018",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arapahoe County, CO","08005","Not Available","10","2019","2019",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arapahoe County, CO","08005","Not Available","10","2020","2020",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Boulder County, CO","08013","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Boulder County, CO","08013","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","High school graduate or GED completed","3","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Not Available","10","2018","2018",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Not Available","10","2019","2019",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Not Available","10","2020","2020",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","High school graduate or GED completed","3","2021","2021",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","High school graduate or GED completed","3","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Not Available","10","2018","2018",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Not Available","10","2019","2019",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Not Available","10","2020","2020",57,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, CO","08059","Not Available","10","2018","2018",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, CO","08059","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, CO","08059","Not Available","10","2020","2020",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Larimer County, CO","08069","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Larimer County, CO","08069","Not Available","10","2019","2019",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Larimer County, CO","08069","Not Available","10","2020","2020",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pueblo County, CO","08101","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pueblo County, CO","08101","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","High school graduate or GED completed","3","2022","2022",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","High school graduate or GED completed","3","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Not Available","10","2018","2018",67,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Not Available","10","2019","2019",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Not Available","10","2020","2020",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","High school graduate or GED completed","3","2021","2021",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Not Available","10","2018","2018",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Not Available","10","2019","2019",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Not Available","10","2020","2020",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Litchfield County, CT","09005","Not Available","10","2018","2018",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Litchfield County, CT","09005","Not Available","10","2019","2019",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Litchfield County, CT","09005","Not Available","10","2020","2020",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Middlesex County, CT","09007","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","High school graduate or GED completed","3","2021","2021",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","High school graduate or GED completed","3","2022","2022",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","High school graduate or GED completed","3","2023","2023",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Not Available","10","2018","2018",118,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Not Available","10","2019","2019",146,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Not Available","10","2020","2020",86,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New London County, CT","09011","Not Available","10","2018","2018",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New London County, CT","09011","Not Available","10","2019","2019",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Windham County, CT","09015","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kent County, DE","10001","Not Available","10","2018","2018",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kent County, DE","10001","Not Available","10","2019","2019",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kent County, DE","10001","Not Available","10","2020","2020",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","High school graduate or GED completed","3","2021","2021",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","High school graduate or GED completed","3","2022","2022",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Not Available","10","2018","2018",98,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Not Available","10","2019","2019",69,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Not Available","10","2020","2020",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, DE","10005","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, DE","10005","Not Available","10","2018","2018",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, DE","10005","Not Available","10","2019","2019",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, DE","10005","Not Available","10","2020","2020",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","High school graduate or GED completed","3","2021","2021",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","High school graduate or GED completed","3","2022","2022",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","High school graduate or GED completed","3","2023","2023",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","High school graduate or GED completed","3","2024 ","2024",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Not Available","10","2018","2018",78,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Not Available","10","2019","2019",85,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Not Available","10","2020","2020",86,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bay County, FL","12005","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Not Available","10","2018","2018",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broward County, FL","12011","High school graduate or GED completed","3","2021","2021",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broward County, FL","12011","High school graduate or GED completed","3","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broward County, FL","12011","Not Available","10","2018","2018",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broward County, FL","12011","Not Available","10","2019","2019",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Broward County, FL","12011","Not Available","10","2020","2020",61,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Citrus County, FL","12017","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Clay County, FL","12019","Not Available","10","2018","2018",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Collier County, FL","12021","Not Available","10","2018","2018",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Collier County, FL","12021","Not Available","10","2019","2019",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Collier County, FL","12021","Not Available","10","2020","2020",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Duval County, FL","12031","Not Available","10","2018","2018",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Duval County, FL","12031","Not Available","10","2019","2019",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Duval County, FL","12031","Not Available","10","2020","2020",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Escambia County, FL","12033","Not Available","10","2018","2018",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Escambia County, FL","12033","Not Available","10","2019","2019",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Escambia County, FL","12033","Not Available","10","2020","2020",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hillsborough County, FL","12057","High school graduate or GED completed","3","2021","2021",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hillsborough County, FL","12057","High school graduate or GED completed","3","2022","2022",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hillsborough County, FL","12057","Not Available","10","2018","2018",96,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hillsborough County, FL","12057","Not Available","10","2019","2019",75,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hillsborough County, FL","12057","Not Available","10","2020","2020",114,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, FL","12069","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lee County, FL","12071","Not Available","10","2018","2018",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lee County, FL","12071","Not Available","10","2019","2019",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lee County, FL","12071","Not Available","10","2020","2020",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Manatee County, FL","12081","Not Available","10","2019","2019",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, FL","12083","Not Available","10","2018","2018",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, FL","12083","Not Available","10","2019","2019",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, FL","12083","Not Available","10","2020","2020",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","Not Available","10","2018","2018",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","Not Available","10","2019","2019",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","Not Available","10","2020","2020",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Okaloosa County, FL","12091","Not Available","10","2018","2018",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Okaloosa County, FL","12091","Not Available","10","2020","2020",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","Not Available","10","2018","2018",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","Not Available","10","2019","2019",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","Not Available","10","2020","2020",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Osceola County, FL","12097","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Osceola County, FL","12097","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Osceola County, FL","12097","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","High school graduate or GED completed","3","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Not Available","10","2018","2018",71,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Not Available","10","2019","2019",71,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Not Available","10","2020","2020",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pasco County, FL","12101","Not Available","10","2019","2019",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinellas County, FL","12103","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinellas County, FL","12103","Not Available","10","2019","2019",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","Not Available","10","2019","2019",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","Not Available","10","2020","2020",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
