"Notes","County","County Code","Single-Year Ages","Single-Year Ages Code",Deaths
,"Bergen County, NJ","34003","41 years","41",13
,"Bergen County, NJ","34003","42 years","42",11
,"Bergen County, NJ","34003","43 years","43",11
,"Bergen County, NJ","34003","44 years","44",12
,"Bergen County, NJ","34003","45 years","45",11
,"Bergen County, NJ","34003","52 years","52",11
,"Bergen County, NJ","34003","53 years","53",10
,"Burlington County, NJ","34005","31 years","31",10
,"Burlington County, NJ","34005","33 years","33",10
,"Burlington County, NJ","34005","35 years","35",15
,"Burlington County, NJ","34005","37 years","37",11
,"Burlington County, NJ","34005","41 years","41",11
,"Burlington County, NJ","34005","50 years","50",13
,"Camden County, NJ","34007","24 years","24",11
,"Camden County, NJ","34007","26 years","26",16
,"Camden County, NJ","34007","27 years","27",20
,"Camden County, NJ","34007","28 years","28",16
,"Camden County, NJ","34007","29 years","29",14
,"Camden County, NJ","34007","30 years","30",16
,"Camden County, NJ","34007","31 years","31",18
,"Camden County, NJ","34007","32 years","32",22
,"Camden County, NJ","34007","33 years","33",31
,"Camden County, NJ","34007","34 years","34",26
,"Camden County, NJ","34007","35 years","35",19
,"Camden County, NJ","34007","36 years","36",37
,"Camden County, NJ","34007","37 years","37",26
,"Camden County, NJ","34007","38 years","38",23
,"Camden County, NJ","34007","39 years","39",21
,"Camden County, NJ","34007","40 years","40",26
,"Camden County, NJ","34007","41 years","41",24
,"Camden County, NJ","34007","42 years","42",16
,"Camden County, NJ","34007","43 years","43",22
,"Camden County, NJ","34007","44 years","44",21
,"Camden County, NJ","34007","45 years","45",28
,"Camden County, NJ","34007","46 years","46",15
,"Camden County, NJ","34007","47 years","47",29
,"Camden County, NJ","34007","48 years","48",19
,"Camden County, NJ","34007","49 years","49",18
,"Camden County, NJ","34007","50 years","50",17
,"Camden County, NJ","34007","51 years","51",25
,"Camden County, NJ","34007","52 years","52",19
,"Camden County, NJ","34007","53 years","53",26
,"Camden County, NJ","34007","54 years","54",19
,"Camden County, NJ","34007","55 years","55",30
,"Camden County, NJ","34007","56 years","56",27
,"Camden County, NJ","34007","57 years","57",27
,"Camden County, NJ","34007","58 years","58",21
,"Camden County, NJ","34007","59 years","59",20
,"Camden County, NJ","34007","60 years","60",26
,"Camden County, NJ","34007","61 years","61",10
,"Camden County, NJ","34007","62 years","62",16
,"Camden County, NJ","34007","63 years","63",12
,"Camden County, NJ","34007","64 years","64",12
,"Cumberland County, NJ","34011","46 years","46",10
,"Cumberland County, NJ","34011","56 years","56",10
,"Essex County, NJ","34013","28 years","28",10
,"Essex County, NJ","34013","29 years","29",17
,"Essex County, NJ","34013","30 years","30",16
,"Essex County, NJ","34013","31 years","31",15
,"Essex County, NJ","34013","32 years","32",18
,"Essex County, NJ","34013","33 years","33",12
,"Essex County, NJ","34013","34 years","34",14
,"Essex County, NJ","34013","35 years","35",15
,"Essex County, NJ","34013","36 years","36",16
,"Essex County, NJ","34013","37 years","37",22
,"Essex County, NJ","34013","38 years","38",16
,"Essex County, NJ","34013","39 years","39",13
,"Essex County, NJ","34013","40 years","40",20
,"Essex County, NJ","34013","41 years","41",15
,"Essex County, NJ","34013","42 years","42",27
,"Essex County, NJ","34013","43 years","43",20
,"Essex County, NJ","34013","44 years","44",21
,"Essex County, NJ","34013","45 years","45",18
,"Essex County, NJ","34013","46 years","46",21
,"Essex County, NJ","34013","47 years","47",17
,"Essex County, NJ","34013","48 years","48",24
,"Essex County, NJ","34013","49 years","49",22
,"Essex County, NJ","34013","50 years","50",33
,"Essex County, NJ","34013","51 years","51",29
,"Essex County, NJ","34013","52 years","52",42
,"Essex County, NJ","34013","53 years","53",41
,"Essex County, NJ","34013","54 years","54",42
,"Essex County, NJ","34013","55 years","55",41
,"Essex County, NJ","34013","56 years","56",35
,"Essex County, NJ","34013","57 years","57",37
,"Essex County, NJ","34013","58 years","58",36
,"Essex County, NJ","34013","59 years","59",24
,"Essex County, NJ","34013","60 years","60",38
,"Essex County, NJ","34013","61 years","61",37
,"Essex County, NJ","34013","62 years","62",24
,"Essex County, NJ","34013","63 years","63",30
,"Essex County, NJ","34013","64 years","64",23
,"Essex County, NJ","34013","65 years","65",20
,"Essex County, NJ","34013","66 years","66",19
,"Essex County, NJ","34013","67 years","67",16
,"Gloucester County, NJ","34015","28 years","28",10
,"Gloucester County, NJ","34015","30 years","30",11
,"Gloucester County, NJ","34015","31 years","31",20
,"Gloucester County, NJ","34015","33 years","33",10
,"Gloucester County, NJ","34015","34 years","34",14
,"Gloucester County, NJ","34015","37 years","37",12
,"Gloucester County, NJ","34015","38 years","38",19
,"Gloucester County, NJ","34015","39 years","39",10
,"Gloucester County, NJ","34015","41 years","41",15
,"Gloucester County, NJ","34015","42 years","42",15
,"Gloucester County, NJ","34015","49 years","49",12
,"Gloucester County, NJ","34015","50 years","50",11
,"Hudson County, NJ","34017","29 years","29",11
,"Hudson County, NJ","34017","34 years","34",12
,"Hudson County, NJ","34017","39 years","39",11
,"Hudson County, NJ","34017","40 years","40",13
,"Hudson County, NJ","34017","42 years","42",12
,"Hudson County, NJ","34017","43 years","43",14
,"Hudson County, NJ","34017","44 years","44",12
,"Hudson County, NJ","34017","45 years","45",16
,"Hudson County, NJ","34017","46 years","46",10
,"Hudson County, NJ","34017","47 years","47",17
,"Hudson County, NJ","34017","48 years","48",10
,"Hudson County, NJ","34017","49 years","49",11
,"Hudson County, NJ","34017","50 years","50",11
,"Hudson County, NJ","34017","51 years","51",11
,"Hudson County, NJ","34017","52 years","52",11
,"Hudson County, NJ","34017","53 years","53",16
,"Hudson County, NJ","34017","54 years","54",11
,"Hudson County, NJ","34017","55 years","55",11
,"Hudson County, NJ","34017","56 years","56",19
,"Hudson County, NJ","34017","57 years","57",12
,"Hudson County, NJ","34017","59 years","59",12
,"Mercer County, NJ","34021","34 years","34",11
,"Mercer County, NJ","34021","37 years","37",10
,"Mercer County, NJ","34021","47 years","47",12
,"Mercer County, NJ","34021","48 years","48",14
,"Mercer County, NJ","34021","50 years","50",13
,"Mercer County, NJ","34021","52 years","52",14
,"Mercer County, NJ","34021","54 years","54",11
,"Mercer County, NJ","34021","57 years","57",10
,"Middlesex County, NJ","34023","30 years","30",12
,"Middlesex County, NJ","34023","31 years","31",13
,"Middlesex County, NJ","34023","32 years","32",15
,"Middlesex County, NJ","34023","33 years","33",18
,"Middlesex County, NJ","34023","35 years","35",10
,"Middlesex County, NJ","34023","36 years","36",16
,"Middlesex County, NJ","34023","37 years","37",10
,"Middlesex County, NJ","34023","38 years","38",15
,"Middlesex County, NJ","34023","39 years","39",13
,"Middlesex County, NJ","34023","40 years","40",11
,"Middlesex County, NJ","34023","41 years","41",13
,"Middlesex County, NJ","34023","42 years","42",14
,"Middlesex County, NJ","34023","43 years","43",22
,"Middlesex County, NJ","34023","45 years","45",11
,"Middlesex County, NJ","34023","46 years","46",13
,"Middlesex County, NJ","34023","47 years","47",11
,"Middlesex County, NJ","34023","48 years","48",12
,"Middlesex County, NJ","34023","49 years","49",14
,"Middlesex County, NJ","34023","50 years","50",11
,"Middlesex County, NJ","34023","51 years","51",12
,"Middlesex County, NJ","34023","52 years","52",16
,"Middlesex County, NJ","34023","53 years","53",14
,"Middlesex County, NJ","34023","54 years","54",14
,"Monmouth County, NJ","34025","26 years","26",11
,"Monmouth County, NJ","34025","27 years","27",10
,"Monmouth County, NJ","34025","32 years","32",11
,"Monmouth County, NJ","34025","33 years","33",10
,"Monmouth County, NJ","34025","35 years","35",10
,"Monmouth County, NJ","34025","37 years","37",12
,"Monmouth County, NJ","34025","39 years","39",10
,"Monmouth County, NJ","34025","40 years","40",16
,"Monmouth County, NJ","34025","41 years","41",13
,"Monmouth County, NJ","34025","42 years","42",11
,"Monmouth County, NJ","34025","44 years","44",10
,"Monmouth County, NJ","34025","46 years","46",10
,"Monmouth County, NJ","34025","47 years","47",10
,"Monmouth County, NJ","34025","51 years","51",10
,"Monmouth County, NJ","34025","54 years","54",11
,"Monmouth County, NJ","34025","55 years","55",12
,"Monmouth County, NJ","34025","57 years","57",10
,"Monmouth County, NJ","34025","59 years","59",11
,"Monmouth County, NJ","34025","60 years","60",12
,"Morris County, NJ","34027","33 years","33",12
,"Morris County, NJ","34027","38 years","38",10
,"Ocean County, NJ","34029","26 years","26",14
,"Ocean County, NJ","34029","27 years","27",11
,"Ocean County, NJ","34029","28 years","28",11
,"Ocean County, NJ","34029","30 years","30",11
,"Ocean County, NJ","34029","31 years","31",13
,"Ocean County, NJ","34029","32 years","32",13
,"Ocean County, NJ","34029","33 years","33",10
,"Ocean County, NJ","34029","34 years","34",12
,"Ocean County, NJ","34029","35 years","35",16
,"Ocean County, NJ","34029","38 years","38",11
,"Ocean County, NJ","34029","40 years","40",13
,"Ocean County, NJ","34029","41 years","41",12
,"Ocean County, NJ","34029","43 years","43",10
,"Ocean County, NJ","34029","44 years","44",13
,"Ocean County, NJ","34029","51 years","51",10
,"Ocean County, NJ","34029","53 years","53",10
,"Ocean County, NJ","34029","54 years","54",10
,"Ocean County, NJ","34029","55 years","55",11
,"Ocean County, NJ","34029","56 years","56",11
,"Ocean County, NJ","34029","58 years","58",11
,"Passaic County, NJ","34031","33 years","33",10
,"Passaic County, NJ","34031","37 years","37",11
,"Passaic County, NJ","34031","39 years","39",11
,"Passaic County, NJ","34031","41 years","41",11
,"Passaic County, NJ","34031","42 years","42",10
,"Passaic County, NJ","34031","43 years","43",13
,"Passaic County, NJ","34031","49 years","49",17
,"Passaic County, NJ","34031","51 years","51",15
,"Passaic County, NJ","34031","52 years","52",10
,"Passaic County, NJ","34031","53 years","53",12
,"Passaic County, NJ","34031","54 years","54",19
,"Passaic County, NJ","34031","55 years","55",16
,"Passaic County, NJ","34031","56 years","56",15
,"Passaic County, NJ","34031","57 years","57",13
,"Passaic County, NJ","34031","58 years","58",19
,"Union County, NJ","34039","27 years","27",10
,"Union County, NJ","34039","29 years","29",10
,"Union County, NJ","34039","33 years","33",12
,"Union County, NJ","34039","34 years","34",10
,"Union County, NJ","34039","36 years","36",10
,"Union County, NJ","34039","38 years","38",10
,"Union County, NJ","34039","39 years","39",11
,"Union County, NJ","34039","41 years","41",13
,"Union County, NJ","34039","42 years","42",10
,"Union County, NJ","34039","43 years","43",12
,"Union County, NJ","34039","44 years","44",13
,"Union County, NJ","34039","46 years","46",18
,"Union County, NJ","34039","48 years","48",11
,"Union County, NJ","34039","50 years","50",17
,"Union County, NJ","34039","51 years","51",11
,"Union County, NJ","34039","52 years","52",18
,"Union County, NJ","34039","55 years","55",20
,"Union County, NJ","34039","56 years","56",13
,"Union County, NJ","34039","58 years","58",13
,"Union County, NJ","34039","59 years","59",10
,"Union County, NJ","34039","62 years","62",10
,"Bernalillo County, NM","35001","30 years","30",10
,"Bernalillo County, NM","35001","33 years","33",16
,"Bernalillo County, NM","35001","41 years","41",10
,"Bernalillo County, NM","35001","42 years","42",12
,"Bernalillo County, NM","35001","43 years","43",10
,"Bernalillo County, NM","35001","48 years","48",11
,"Bernalillo County, NM","35001","53 years","53",11
,"Bernalillo County, NM","35001","55 years","55",12
,"Bernalillo County, NM","35001","57 years","57",12
,"Bernalillo County, NM","35001","58 years","58",13
,"Albany County, NY","36001","37 years","37",11
,"Albany County, NY","36001","44 years","44",10
,"Bronx County, NY","36005","24 years","24",13
,"Bronx County, NY","36005","26 years","26",24
,"Bronx County, NY","36005","27 years","27",23
,"Bronx County, NY","36005","28 years","28",19
,"Bronx County, NY","36005","29 years","29",25
,"Bronx County, NY","36005","30 years","30",24
,"Bronx County, NY","36005","31 years","31",33
,"Bronx County, NY","36005","32 years","32",33
,"Bronx County, NY","36005","33 years","33",31
,"Bronx County, NY","36005","34 years","34",45
,"Bronx County, NY","36005","35 years","35",37
,"Bronx County, NY","36005","36 years","36",38
,"Bronx County, NY","36005","37 years","37",40
,"Bronx County, NY","36005","38 years","38",35
,"Bronx County, NY","36005","39 years","39",45
,"Bronx County, NY","36005","40 years","40",39
,"Bronx County, NY","36005","41 years","41",46
,"Bronx County, NY","36005","42 years","42",53
,"Bronx County, NY","36005","43 years","43",56
,"Bronx County, NY","36005","44 years","44",42
,"Bronx County, NY","36005","45 years","45",44
,"Bronx County, NY","36005","46 years","46",57
,"Bronx County, NY","36005","47 years","47",49
,"Bronx County, NY","36005","48 years","48",52
,"Bronx County, NY","36005","49 years","49",68
,"Bronx County, NY","36005","50 years","50",55
,"Bronx County, NY","36005","51 years","51",63
,"Bronx County, NY","36005","52 years","52",68
,"Bronx County, NY","36005","53 years","53",86
,"Bronx County, NY","36005","54 years","54",82
,"Bronx County, NY","36005","55 years","55",93
,"Bronx County, NY","36005","56 years","56",98
,"Bronx County, NY","36005","57 years","57",99
,"Bronx County, NY","36005","58 years","58",94
,"Bronx County, NY","36005","59 years","59",75
,"Bronx County, NY","36005","60 years","60",92
,"Bronx County, NY","36005","61 years","61",67
,"Bronx County, NY","36005","62 years","62",73
,"Bronx County, NY","36005","63 years","63",68
,"Bronx County, NY","36005","64 years","64",55
,"Bronx County, NY","36005","65 years","65",40
,"Bronx County, NY","36005","66 years","66",34
,"Bronx County, NY","36005","67 years","67",31
,"Bronx County, NY","36005","68 years","68",17
,"Bronx County, NY","36005","69 years","69",23
,"Bronx County, NY","36005","70 years","70",17
,"Bronx County, NY","36005","71 years","71",10
,"Bronx County, NY","36005","72 years","72",11
,"Dutchess County, NY","36027","29 years","29",10
,"Dutchess County, NY","36027","39 years","39",10
,"Erie County, NY","36029","22 years","22",12
,"Erie County, NY","36029","23 years","23",11
,"Erie County, NY","36029","24 years","24",12
,"Erie County, NY","36029","25 years","25",11
,"Erie County, NY","36029","26 years","26",15
,"Erie County, NY","36029","27 years","27",13
,"Erie County, NY","36029","28 years","28",19
,"Erie County, NY","36029","29 years","29",20
,"Erie County, NY","36029","30 years","30",25
,"Erie County, NY","36029","31 years","31",25
,"Erie County, NY","36029","32 years","32",25
,"Erie County, NY","36029","33 years","33",31
,"Erie County, NY","36029","34 years","34",22
,"Erie County, NY","36029","35 years","35",23
,"Erie County, NY","36029","36 years","36",32
,"Erie County, NY","36029","37 years","37",32
,"Erie County, NY","36029","38 years","38",34
,"Erie County, NY","36029","39 years","39",34
,"Erie County, NY","36029","40 years","40",20
,"Erie County, NY","36029","41 years","41",20
,"Erie County, NY","36029","42 years","42",28
,"Erie County, NY","36029","43 years","43",23
,"Erie County, NY","36029","44 years","44",27
,"Erie County, NY","36029","45 years","45",21
,"Erie County, NY","36029","46 years","46",19
,"Erie County, NY","36029","47 years","47",20
,"Erie County, NY","36029","48 years","48",13
,"Erie County, NY","36029","49 years","49",24
,"Erie County, NY","36029","50 years","50",25
,"Erie County, NY","36029","51 years","51",28
,"Erie County, NY","36029","52 years","52",23
,"Erie County, NY","36029","53 years","53",26
,"Erie County, NY","36029","54 years","54",32
,"Erie County, NY","36029","55 years","55",26
,"Erie County, NY","36029","56 years","56",35
,"Erie County, NY","36029","57 years","57",35
,"Erie County, NY","36029","58 years","58",31
,"Erie County, NY","36029","59 years","59",40
,"Erie County, NY","36029","60 years","60",22
,"Erie County, NY","36029","61 years","61",25
,"Erie County, NY","36029","62 years","62",20
,"Erie County, NY","36029","63 years","63",31
,"Erie County, NY","36029","64 years","64",19
,"Erie County, NY","36029","65 years","65",20
,"Erie County, NY","36029","66 years","66",11
,"Erie County, NY","36029","67 years","67",16
,"Kings County, NY","36047","24 years","24",10
,"Kings County, NY","36047","25 years","25",17
,"Kings County, NY","36047","26 years","26",14
,"Kings County, NY","36047","27 years","27",18
,"Kings County, NY","36047","28 years","28",13
,"Kings County, NY","36047","29 years","29",12
,"Kings County, NY","36047","30 years","30",30
,"Kings County, NY","36047","31 years","31",27
,"Kings County, NY","36047","32 years","32",24
,"Kings County, NY","36047","33 years","33",29
,"Kings County, NY","36047","34 years","34",34
,"Kings County, NY","36047","35 years","35",27
,"Kings County, NY","36047","36 years","36",29
,"Kings County, NY","36047","37 years","37",39
,"Kings County, NY","36047","38 years","38",30
,"Kings County, NY","36047","39 years","39",36
,"Kings County, NY","36047","40 years","40",38
,"Kings County, NY","36047","41 years","41",45
,"Kings County, NY","36047","42 years","42",29
,"Kings County, NY","36047","43 years","43",28
,"Kings County, NY","36047","44 years","44",31
,"Kings County, NY","36047","45 years","45",34
,"Kings County, NY","36047","46 years","46",34
,"Kings County, NY","36047","47 years","47",34
,"Kings County, NY","36047","48 years","48",42
,"Kings County, NY","36047","49 years","49",28
,"Kings County, NY","36047","50 years","50",42
,"Kings County, NY","36047","51 years","51",33
,"Kings County, NY","36047","52 years","52",47
,"Kings County, NY","36047","53 years","53",52
,"Kings County, NY","36047","54 years","54",59
,"Kings County, NY","36047","55 years","55",60
,"Kings County, NY","36047","56 years","56",46
,"Kings County, NY","36047","57 years","57",59
,"Kings County, NY","36047","58 years","58",67
,"Kings County, NY","36047","59 years","59",55
,"Kings County, NY","36047","60 years","60",64
,"Kings County, NY","36047","61 years","61",55
,"Kings County, NY","36047","62 years","62",56
,"Kings County, NY","36047","63 years","63",38
,"Kings County, NY","36047","64 years","64",30
,"Kings County, NY","36047","65 years","65",28
,"Kings County, NY","36047","66 years","66",28
,"Kings County, NY","36047","67 years","67",19
,"Kings County, NY","36047","68 years","68",16
,"Kings County, NY","36047","70 years","70",18
,"Monroe County, NY","36055","23 years","23",12
,"Monroe County, NY","36055","24 years","24",13
,"Monroe County, NY","36055","25 years","25",11
,"Monroe County, NY","36055","26 years","26",10
,"Monroe County, NY","36055","27 years","27",13
,"Monroe County, NY","36055","28 years","28",23
,"Monroe County, NY","36055","29 years","29",20
,"Monroe County, NY","36055","30 years","30",22
,"Monroe County, NY","36055","31 years","31",31
,"Monroe County, NY","36055","32 years","32",18
,"Monroe County, NY","36055","33 years","33",26
,"Monroe County, NY","36055","34 years","34",30
,"Monroe County, NY","36055","35 years","35",34
,"Monroe County, NY","36055","36 years","36",22
,"Monroe County, NY","36055","37 years","37",24
,"Monroe County, NY","36055","38 years","38",27
,"Monroe County, NY","36055","39 years","39",40
,"Monroe County, NY","36055","40 years","40",30
,"Monroe County, NY","36055","41 years","41",22
,"Monroe County, NY","36055","42 years","42",25
,"Monroe County, NY","36055","43 years","43",30
,"Monroe County, NY","36055","44 years","44",28
,"Monroe County, NY","36055","45 years","45",25
,"Monroe County, NY","36055","46 years","46",22
,"Monroe County, NY","36055","47 years","47",24
,"Monroe County, NY","36055","48 years","48",21
,"Monroe County, NY","36055","49 years","49",36
,"Monroe County, NY","36055","50 years","50",28
,"Monroe County, NY","36055","51 years","51",28
,"Monroe County, NY","36055","52 years","52",36
,"Monroe County, NY","36055","53 years","53",25
,"Monroe County, NY","36055","54 years","54",40
,"Monroe County, NY","36055","55 years","55",37
,"Monroe County, NY","36055","56 years","56",39
,"Monroe County, NY","36055","57 years","57",39
,"Monroe County, NY","36055","58 years","58",48
,"Monroe County, NY","36055","59 years","59",35
,"Monroe County, NY","36055","60 years","60",24
,"Monroe County, NY","36055","61 years","61",30
,"Monroe County, NY","36055","62 years","62",35
,"Monroe County, NY","36055","63 years","63",27
,"Monroe County, NY","36055","64 years","64",27
,"Monroe County, NY","36055","65 years","65",17
,"Monroe County, NY","36055","66 years","66",16
,"Monroe County, NY","36055","67 years","67",22
,"Monroe County, NY","36055","68 years","68",14
,"Monroe County, NY","36055","69 years","69",10
,"Monroe County, NY","36055","71 years","71",12
,"Nassau County, NY","36059","26 years","26",12
,"Nassau County, NY","36059","27 years","27",13
,"Nassau County, NY","36059","29 years","29",13
,"Nassau County, NY","36059","30 years","30",15
,"Nassau County, NY","36059","31 years","31",17
,"Nassau County, NY","36059","32 years","32",23
,"Nassau County, NY","36059","33 years","33",26
,"Nassau County, NY","36059","34 years","34",16
,"Nassau County, NY","36059","35 years","35",15
,"Nassau County, NY","36059","36 years","36",22
,"Nassau County, NY","36059","37 years","37",13
,"Nassau County, NY","36059","38 years","38",20
,"Nassau County, NY","36059","39 years","39",17
,"Nassau County, NY","36059","40 years","40",24
,"Nassau County, NY","36059","41 years","41",22
,"Nassau County, NY","36059","42 years","42",15
,"Nassau County, NY","36059","43 years","43",16
,"Nassau County, NY","36059","44 years","44",10
,"Nassau County, NY","36059","45 years","45",14
,"Nassau County, NY","36059","46 years","46",13
,"Nassau County, NY","36059","47 years","47",14
,"Nassau County, NY","36059","48 years","48",12
,"Nassau County, NY","36059","49 years","49",20
,"Nassau County, NY","36059","50 years","50",19
,"Nassau County, NY","36059","51 years","51",11
,"Nassau County, NY","36059","52 years","52",13
,"Nassau County, NY","36059","53 years","53",10
,"Nassau County, NY","36059","54 years","54",21
,"Nassau County, NY","36059","55 years","55",14
,"Nassau County, NY","36059","56 years","56",13
,"Nassau County, NY","36059","57 years","57",20
,"Nassau County, NY","36059","58 years","58",18
,"Nassau County, NY","36059","59 years","59",10
,"Nassau County, NY","36059","60 years","60",13
,"Nassau County, NY","36059","62 years","62",11
,"Nassau County, NY","36059","63 years","63",12
,"New York County, NY","36061","25 years","25",13
,"New York County, NY","36061","26 years","26",12
,"New York County, NY","36061","27 years","27",10
,"New York County, NY","36061","28 years","28",24
,"New York County, NY","36061","29 years","29",17
,"New York County, NY","36061","30 years","30",19
,"New York County, NY","36061","31 years","31",10
,"New York County, NY","36061","32 years","32",20
,"New York County, NY","36061","33 years","33",28
,"New York County, NY","36061","34 years","34",15
,"New York County, NY","36061","35 years","35",26
,"New York County, NY","36061","36 years","36",20
,"New York County, NY","36061","37 years","37",24
,"New York County, NY","36061","38 years","38",24
,"New York County, NY","36061","39 years","39",25
,"New York County, NY","36061","40 years","40",30
,"New York County, NY","36061","41 years","41",31
,"New York County, NY","36061","42 years","42",30
,"New York County, NY","36061","43 years","43",33
,"New York County, NY","36061","44 years","44",30
,"New York County, NY","36061","45 years","45",23
,"New York County, NY","36061","46 years","46",27
,"New York County, NY","36061","47 years","47",26
,"New York County, NY","36061","48 years","48",20
,"New York County, NY","36061","49 years","49",24
,"New York County, NY","36061","50 years","50",16
,"New York County, NY","36061","51 years","51",29
,"New York County, NY","36061","52 years","52",37
,"New York County, NY","36061","53 years","53",40
,"New York County, NY","36061","54 years","54",34
,"New York County, NY","36061","55 years","55",47
,"New York County, NY","36061","56 years","56",52
,"New York County, NY","36061","57 years","57",51
,"New York County, NY","36061","58 years","58",48
,"New York County, NY","36061","59 years","59",40
,"New York County, NY","36061","60 years","60",52
,"New York County, NY","36061","61 years","61",37
,"New York County, NY","36061","62 years","62",36
,"New York County, NY","36061","63 years","63",41
,"New York County, NY","36061","64 years","64",24
,"New York County, NY","36061","65 years","65",32
,"New York County, NY","36061","66 years","66",24
,"New York County, NY","36061","67 years","67",22
,"New York County, NY","36061","68 years","68",16
,"New York County, NY","36061","69 years","69",14
,"Niagara County, NY","36063","34 years","34",10
,"Niagara County, NY","36063","37 years","37",11
,"Niagara County, NY","36063","42 years","42",11
,"Niagara County, NY","36063","49 years","49",11
,"Niagara County, NY","36063","52 years","52",12
,"Oneida County, NY","36065","44 years","44",10
,"Onondaga County, NY","36067","31 years","31",13
,"Onondaga County, NY","36067","35 years","35",10
,"Onondaga County, NY","36067","36 years","36",10
,"Onondaga County, NY","36067","38 years","38",13
,"Onondaga County, NY","36067","39 years","39",12
,"Onondaga County, NY","36067","41 years","41",13
,"Onondaga County, NY","36067","45 years","45",10
,"Onondaga County, NY","36067","46 years","46",15
,"Onondaga County, NY","36067","49 years","49",11
,"Onondaga County, NY","36067","50 years","50",13
,"Onondaga County, NY","36067","51 years","51",14
,"Onondaga County, NY","36067","52 years","52",13
,"Onondaga County, NY","36067","54 years","54",18
,"Onondaga County, NY","36067","55 years","55",13
,"Onondaga County, NY","36067","60 years","60",13
,"Orange County, NY","36071","32 years","32",10
,"Orange County, NY","36071","33 years","33",10
,"Orange County, NY","36071","42 years","42",10
,"Orange County, NY","36071","51 years","51",11
,"Orange County, NY","36071","53 years","53",10
,"Orange County, NY","36071","54 years","54",10
,"Orange County, NY","36071","56 years","56",10
,"Queens County, NY","36081","24 years","24",15
,"Queens County, NY","36081","26 years","26",11
,"Queens County, NY","36081","27 years","27",18
,"Queens County, NY","36081","28 years","28",14
,"Queens County, NY","36081","29 years","29",21
,"Queens County, NY","36081","30 years","30",27
,"Queens County, NY","36081","31 years","31",27
,"Queens County, NY","36081","32 years","32",27
,"Queens County, NY","36081","33 years","33",24
,"Queens County, NY","36081","34 years","34",31
,"Queens County, NY","36081","35 years","35",25
,"Queens County, NY","36081","36 years","36",31
,"Queens County, NY","36081","37 years","37",30
,"Queens County, NY","36081","38 years","38",22
,"Queens County, NY","36081","39 years","39",29
,"Queens County, NY","36081","40 years","40",28
,"Queens County, NY","36081","41 years","41",40
,"Queens County, NY","36081","42 years","42",24
,"Queens County, NY","36081","43 years","43",31
,"Queens County, NY","36081","44 years","44",35
,"Queens County, NY","36081","45 years","45",26
,"Queens County, NY","36081","46 years","46",33
,"Queens County, NY","36081","47 years","47",27
,"Queens County, NY","36081","48 years","48",28
,"Queens County, NY","36081","49 years","49",29
,"Queens County, NY","36081","50 years","50",23
,"Queens County, NY","36081","51 years","51",31
,"Queens County, NY","36081","52 years","52",25
,"Queens County, NY","36081","53 years","53",33
,"Queens County, NY","36081","54 years","54",40
,"Queens County, NY","36081","55 years","55",32
,"Queens County, NY","36081","56 years","56",41
,"Queens County, NY","36081","57 years","57",39
,"Queens County, NY","36081","58 years","58",35
,"Queens County, NY","36081","59 years","59",40
,"Queens County, NY","36081","60 years","60",29
,"Queens County, NY","36081","61 years","61",33
,"Queens County, NY","36081","62 years","62",24
,"Queens County, NY","36081","63 years","63",22
,"Queens County, NY","36081","64 years","64",14
,"Queens County, NY","36081","65 years","65",15
,"Queens County, NY","36081","66 years","66",20
,"Queens County, NY","36081","67 years","67",17
,"Queens County, NY","36081","68 years","68",13
,"Richmond County, NY","36085","29 years","29",10
,"Richmond County, NY","36085","33 years","33",12
,"Richmond County, NY","36085","34 years","34",18
,"Richmond County, NY","36085","36 years","36",13
,"Richmond County, NY","36085","39 years","39",12
,"Richmond County, NY","36085","40 years","40",15
,"Richmond County, NY","36085","41 years","41",10
,"Richmond County, NY","36085","48 years","48",12
,"Richmond County, NY","36085","51 years","51",12
,"Richmond County, NY","36085","53 years","53",12
,"Richmond County, NY","36085","54 years","54",18
,"Richmond County, NY","36085","55 years","55",10
,"Richmond County, NY","36085","56 years","56",14
,"Richmond County, NY","36085","58 years","58",12
,"Richmond County, NY","36085","62 years","62",14
,"Suffolk County, NY","36103","22 years","22",11
,"Suffolk County, NY","36103","23 years","23",11
,"Suffolk County, NY","36103","24 years","24",13
,"Suffolk County, NY","36103","25 years","25",18
,"Suffolk County, NY","36103","26 years","26",18
,"Suffolk County, NY","36103","27 years","27",26
,"Suffolk County, NY","36103","28 years","28",33
,"Suffolk County, NY","36103","29 years","29",32
,"Suffolk County, NY","36103","30 years","30",42
,"Suffolk County, NY","36103","31 years","31",40
,"Suffolk County, NY","36103","32 years","32",33
,"Suffolk County, NY","36103","33 years","33",48
,"Suffolk County, NY","36103","34 years","34",35
,"Suffolk County, NY","36103","35 years","35",45
,"Suffolk County, NY","36103","36 years","36",47
,"Suffolk County, NY","36103","37 years","37",33
,"Suffolk County, NY","36103","38 years","38",28
,"Suffolk County, NY","36103","39 years","39",44
,"Suffolk County, NY","36103","40 years","40",31
,"Suffolk County, NY","36103","41 years","41",37
,"Suffolk County, NY","36103","42 years","42",29
,"Suffolk County, NY","36103","43 years","43",33
,"Suffolk County, NY","36103","44 years","44",41
,"Suffolk County, NY","36103","45 years","45",35
,"Suffolk County, NY","36103","46 years","46",30
,"Suffolk County, NY","36103","47 years","47",33
,"Suffolk County, NY","36103","48 years","48",27
,"Suffolk County, NY","36103","49 years","49",21
