"Notes","County","County Code","Sex","Sex Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Denver County, CO","08031","Male","M","2024 ","2024",68,368311,18.5,14.3,23.4
,"El Paso County, CO","08041","Female","F","2020","2020",14,360260,3.9,2.1,6.5
,"El Paso County, CO","08041","Female","F","2021","2021",14,363009,3.9,2.1,6.5
,"El Paso County, CO","08041","Female","F","2022","2022",13,363184,3.6,1.9,6.1
,"El Paso County, CO","08041","Female","F","2024 ","2024",12,370416,3.2,1.7,5.7
,"El Paso County, CO","08041","Male","M","2018","2018",17,360720,4.7,2.7,7.5
,"El Paso County, CO","08041","Male","M","2019","2019",21,363854,5.8,3.6,8.8
,"El Paso County, CO","08041","Male","M","2020","2020",19,368050,5.2,3.1,8.1
,"El Paso County, CO","08041","Male","M","2021","2021",28,374858,7.5,5.0,10.8
,"El Paso County, CO","08041","Male","M","2022","2022",26,377383,6.9,4.5,10.1
,"El Paso County, CO","08041","Male","M","2023","2023",27,378172,7.1,4.7,10.4
,"El Paso County, CO","08041","Male","M","2024 ","2024",32,382356,8.4,5.7,11.8
,"Jefferson County, CO","08059","Male","M","2020","2020",17,291446,5.8,3.4,9.3
,"Jefferson County, CO","08059","Male","M","2021","2021",24,291593,8.2,5.3,12.2
,"Jefferson County, CO","08059","Male","M","2022","2022",17,290495,5.9,3.4,9.4
,"Jefferson County, CO","08059","Male","M","2023","2023",21,290060,7.2,4.5,11.1
,"Jefferson County, CO","08059","Male","M","2024 ","2024",21,291178,7.2,4.5,11.0
,"Weld County, CO","08123","Male","M","2021","2021",10,172812,5.8,2.8,10.6
,"Fairfield County, CT","09001","Female","F","2018","2018",13,484075,2.7,1.4,4.6
,"Fairfield County, CT","09001","Female","F","2019","2019",17,483922,3.5,2.0,5.6
,"Fairfield County, CT","09001","Female","F","2020","2020",16,483432,3.3,1.9,5.4
,"Fairfield County, CT","09001","Female","F","2021","2021",18,489296,3.7,2.2,5.8
,"Fairfield County, CT","09001","Female","F","2022","2022",30,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Female","F","2023","2023",30,Not Available,Not Available,Not Available,Not Available
